ebay_id,ebay_title,price,tfidf_score
v1|236906508963|0,THE BEATLES - 1962-1967 Capitol Records – SKBO 3403 VINYL LP VG+/VG,4.99,0.3983
v1|318511729007|0,La Lupe - La Lupe Es La Reina/The Queen LP - Tico Mono,11.50,0.5163
v1|336663379630|0,Alice Cooper - Lace And Whiskey Vinyl LP - Warner Bros. BSK 3027 VG+,4.99,0.6694
v1|358735465532|0,"Nirvana Nevermind 12"" Silver Colored Vinyl Rock LP Limited Exclusive DGC",20.50,0.8053
v1|227408833821|0,Les Liaisons Dangereuses LP DUKE JORDAN Charlie Parker Records Mono Exc.,11.99,0.3331
v1|287430446972|0,Kendrick Lamar Good Kid M.A.A.D City (10th Anniversary Edition) Black Ice 2LP,30.00,0.3470
v1|800248530020|0,MFSB Love Is The Message PHILADELPHIA INTERNATIONAL LP VG+ i,8.00,0.5766
v1|318520779764|0,SENOR SOUL It's Your Thing DOUBLE SHOT LP i,8.00,0.2374
v1|206380376133|0,RARE! Deltron 3030 The Instrumentals 2xLP 12” Vinyl,5.00,0.0000
v1|800248530689|0,KENNETH MOALES Serve The Lord GLORI LP i,8.00,0.3200
v1|267713104596|0,"Johnny Burnette Self-Titled Vintage 12"" Vinyl 33 RPM LP Record Album 1961",2.99,0.3384
v1|188571781873|0,IRMA THOMAS He’s My Guy & True True Love in Imperial 66080,5.00,0.2988
v1|336662880632|0,OPERA     Lot Of 2 Vinyl Records LPS     BOX SET     PUCCINI LA RONDINE     VG+,4.99,0.4850
v1|236906525743|0,Frank Zappa Ship Arriving Too Late to Save a Drowning Witch Vinyl LP 1982 VG+/VG,4.99,0.2885
v1|318520827821|0,JOHN STEWART WILLARD *autographed* US vinyl LP,3.00,0.5799
v1|147405811465|0,"Loretta Lynn I Lie MCA Records MCA-5293 12"" Black Vinyl LP Country 1982",2.00,0.5468
v1|206376992401|0,Ricardo Ray/Bobby Cruz - Los Durismos (The Strong Ones) LP - Alegre Mono Shrink,8.00,0.4740
v1|407032164080|0,JACKIE WILSON • Higher And Higher 1967 LP Stereo LISTEN VG++,9.99,0.3112
v1|188575777881|0,Dance Annette LP Buena Vista Annette Funicello The Hokey Pokey The Huckle-Buck,4.95,0.3933
v1|800251935047|0,Raphy Leavitt Y Su Orquesta La Selecta - Lo Mejor De LP - Borinquen Puerto Rico,8.00,0.4742
v1|800248497728|0,LEO'S SUNSHIP We Need Each Other LYON'S LP VG+ reissue SHRINK i,9.50,0.2949
v1|407036298436|0,"Bee Gees - Bee Gees Gold 12"" Black Vinyl LP, RSO Pop Rock Cardboard Sleeve",3.08,0.7070
v1|198463386473|0,grimes visions vinyl LP 2012,12.00,0.3366
v1|800263131934|0,SILVER BELL SINGERS Don't Turn Around HSE LP i,8.00,0.2884
v1|318511728965|0,Barrington Levy - Englishman LP - Greensleeves UK,13.10,0.0000
v1|158030648795|0,"The Dark Side of the Moon [LP] by Pink Floyd (Vinyl, Apr-2003 30th Anniversary",135.00,0.5154
v1|198461489441|0,ANGELO BADALAMENTI LP Music From Twins Peaks Soundtrack 1990 RE  Green vinyl,15.50,0.3341
v1|298464264465|0,"THE RAMSEY LEWIS TRIO - The In Crowd (LP, 1965)",5.75,0.5779
v1|298464501895|0,"HUGH MASEKELA ""THE EMANCIPATION OF"" LP ORIGINAL 1966 UNI LP VG++VINYL/COVER",9.99,0.8823
v1|147404840482|0,Dokken Dream Warriors/Back For The Attack Vinyl 7inch Single 45 RPM,6.00,0.3948
v1|800248527136|0,CURTIS MAYFIELD Curtis CURTOM CRS-8005 LP gatefold i,13.63,0.9751
v1|800263136307|0,STYLISTICS Round 2 AVCO LP i,8.00,0.3366
v1|318511729006|0,King Errisson Island Son - We Must Say Goodbye LP - Kosons Private Islands Funk,8.00,0.2846
v1|127948356546|0,Mercury SR 90261 Donizetti Lucia Di Lammermoor EXCERPTS SANZOGNO 1961 CB VG+,3.99,0.3565
v1|117279124080|0,Box set-5LP-EPIC.The seven symphonies of SIBELIUS-Akeo Watanabe-Japan.,6.99,0.3956
v1|800251934975|0,Cortijo Y Kako Y Sus Tambores - Ritmos Y Cantos Callejeros LP - Ansonia VG+,16.50,0.3224
v1|358664020364|0,Vocalion 5237 Warren Caplinger Cumberland Mountain Entertainer s 78 rpm HEAR,40.00,0.3926
v1|358725781820|0,"Simon and Garfunkel / Parsley, Sage, Rosemary and Thyme / Vinyl LP CS 9363",1.40,0.8198
v1|318508911008|0,NEVILLE BROTHERS Fiyo On The Bayou A&M LP VG+ i,8.00,0.7030
v1|318520770640|0,OTIS REDDING The Dock Of The Bay VOLT LP i,8.00,0.6958
v1|318521712694|0,3pc VTG Vinyl Ry Cooder LP Lot UNTESTED,9.99,0.0000
v1|318520776488|0,RUFUS FT. CHAKA KHAN Rufusized ABC LP VG+ gatefold i,8.00,0.7352
v1|366511277453|0,SIDE EFFECT Portraits ELEKTRA LP VG++ wlp i,8.00,0.5123
v1|278138417387|0,CHRIS CONNOR LP Alone Together LOB LDC-1015 Direct Cutting Record Audiophile,11.99,0.4423
v1|336663477775|0,ODIN - DONT TAKE NO FOR AN ANSWER - NM - WHITE VINYL - HYPE STICKER & INSERT,50.00,0.2991
v1|336663403866|0,COUNTRY HANK WILLIAMS Luke The Drifter MGM D-119 10 INCH LP UK SCALLOPBACK CLEAN,9.99,0.4018
v1|147409765616|0,Bobby Vee Rubber Ball Devil Or Angel Liberty LST-7181 Vinyl Record,0.99,0.2427
v1|147405810500|0,"Red Sovine The Nashville Sound Starday SLP-396 12"" Black Vinyl LP 33RPM",6.00,0.3277
v1|318520829429|0,TRINI LOPEZ VIVA in shrink original vinyl LP,3.00,0.4231
v1|800263149782|0,STEVIE WONDER Innervisions TAMLA LP VG+ matte gatefold i,8.00,0.7143
v1|287427605681|0,johnny cash ragged old flag vinyl,22.50,0.8430
v1|800248532517|0,NEW BIRTH Coming Together RCA LP i,8.00,0.5465
v1|307033104924|0,"AMERICA ""ALIBI"" LP EXC VINYL/COVER 1980 FIRST PRESS",9.99,0.4496
v1|236900444420|0,Pink Floyd - The Dark Side Of The Moon Autographed Signed LP,202.50,0.6015
v1|198463756909|0,NEIL YOUNG  LP After The Gold Rush 1970 Reprise  vinyl,8.00,0.4082
v1|358736928135|0,SHORT- STUFF -   D&R RECORDS PRIVATE WISCONSIN LABEL,9.99,0.3720
v1|188575274903|0,"ROLLING STONES on LP "" BETWEEN THE BUTTONS "" R&R Blues rock,  rock",9.99,0.4949
v1|366505876441|0,MIDNIGHT STAR Self Titled SOLAR D1-72564 LP VG+ SHRINK i,8.00,0.2471
v1|257593428197|0,The Jesus Lizard Pure Touch And Go 1988 T&G #43 Used Vinyl Record 45RPM,24.95,0.4954
v1|198462821779|0,Rolling Stones- “Out Of Our Heads “ First Pressing Mono 1A,50.00,0.5485
v1|206380297585|0,Company Flow - Little Johnny From The Hospitul 2 x Vinyl LP Album 1999 US Rawkus,20.50,0.3507
v1|318520788615|0,DONNA SUMMER Love To Love You Baby OASIS LP SHRINK i,8.00,0.4586
v1|336666086677|0,"“The Wonderful World Of”, Julie London LP 1963 Liberty LRP-3324 VG+/VG+ Mono USA",5.50,0.5833
v1|158035613116|0,Neil Diamond - Classics The Early Years Vinyl LP Record Album VG+ To EX,1.49,0.3122
v1|147409774034|0,20 Original Hits LP Mark-Fi Records Jerry Butler Bobby Day Little Anthony Oldies,0.99,0.3216
v1|206376992320|0,Barrington Levy - Robin Hood LP - Greensleeves UK Blue Wax OG Press VG+,36.00,0.3754
v1|318520789633|0,SUNBEAR Self Titled SOUL TRAIN BVL1-2105 LP VG+ i,10.50,0.2849
v1|366505882312|0,PARLET Play Me Or Trade Me CASABLANCA LP i,9.50,0.3585
v1|377304951372|0,"MONGO SANTAMARIA ""FUEGO"" LAST TANGO IN PARIS"" GATEFOLD VAYA VS-18 Rare 1973",10.00,0.2779
v1|188577828772|0,Whalefeathers Vinyl Vg+,105.00,0.0000
v1|287425701943|0,Graham Nash - Songs for Beginners LP 1971 CSN Hollies Classic Folk Rock VG/VG,2.99,0.2378
v1|127948523166|0,Behemoth Opvs Contra Natvram Signed Picture Disc Vinyl LP,18.50,0.3191
v1|398137543482|0,ZION PAULINE Nanwam | 80’s Afrobeat | Soulful Afro Reggae |  LP HEAR,9.99,0.2480
v1|206376992380|0,Lee Scratch Perry - The Return Of Pipecock Jackxon LP - Black Star Holland VG++,26.00,0.3219
v1|336656528702|0,78 RPM Jimmie Davis Bluebird 5699 Red Nightgown Blues V+ Shreveport Home Wrecker,100.00,0.2589
v1|257558574357|0,Vocalion  B-1 Carlisle & Bell GUITAR BLUES 1932  Country 78 rpm EE+,50.00,0.3771
v1|206386637662|0,"1977 Warner Bros. Records Release of Fleetwood Mac's ""Rumours"" Vinyl LP",19.99,0.7779
v1|236900418422|0,Eagles - The Long Run Autographed Signed Vinyl LP,130.50,0.5934
v1|117275879513|0,"David Bowie Let’s Dance 12"" Single 1983 EMI America 7805 Cat People Vinyl ",5.00,0.4621
v1|307016871029|0,Hot Dance Paul Whitman W Bing Etc Columbia 2010 If I Had Talking Picture E-,9.00,0.2104
v1|318511728973|0,Cachao & Ritmo Caliente - Cuban Jam Sessions In Miniature: Descargas LP - Panart,10.50,0.2607
v1|358724278095|0,Jackie Gleason Music For Lovers Only Vinyl Record,3.42,0.2514
v1|318511729048|0,V/A - Original Stalag 17-18 and 19 LP - Techniques Jamaica VG+,8.00,0.3329
v1|147393385548|0,"Infinity by WolfClub vinyl (2019, NewRetroWave) translucent red pressing",63.00,0.5216
v1|117275692706|0,Mozart Sym. No. 40 Haydn Sym. No. 45 Dorati LSO Early Mercury Stereo VG+,5.99,0.3061
v1|127952111794|0,The Moody Blues Vinyl Record Lot of 3,7.99,0.4134
v1|298462211978|0,Family Dogg The View from Rowland's Head LP Buddah BDS 5100 Gatefold 1972,10.00,0.5969
v1|800263131043|0,SHANNON Let The Music Play MIRAGE LP VG+ SHRINK i,8.00,0.2787
v1|318508890581|0,WEBSTER LEWIS Let Me Be The One EPIC LP i,8.00,0.5237
v1|236902503280|0,"78 RPM Bessie Smith & Clara Smith, Columbia 13007 ""Far Away Blues"", E Jazz Blues",75.00,0.4236
v1|206386819911|0,*VINTAGE VINYLS* Lot of 3 Rock-N-Roll Albums (Sticky Fingers Sleeve ONLY),9.99,0.3336
v1|206382459792|0,Elvis Presley-RCA Victor 45 RPM-An American Trilogy/The First Time Ever I Saw,3.99,0.3955
v1|800248495311|0,KOOL & THE GANG Light Of Worlds DE-LITE LP unipak i,20.50,0.9073
v1|318508909130|0,MIRACLES You've Really Got A Hold On Me TAMLA LP mono i,13.50,0.4097
v1|318520774310|0,RENE & ANGELA Wall To Wall CAPITOL LP i,8.00,0.3619
v1|206376992321|0,Augustus Pablo - Ital Dub LP - Trojan UK VG+,89.00,0.4383
v1|336663380802|0,"Alice Cooper Goes to Hell 1976 12"" 33 RPM Vinyl LP Warner Bros. BS 2896 VG",4.99,0.4875
v1|267713281550|0,Rod Stewart Smiler   Record Album Vinyl LP,5.00,0.8159
v1|117275992547|0,E. Berliner’s Gramophone Star Light Star Bright Mr. J. W. Myers Record 953X,75.00,0.3310
v1|188485950919|0,Burt Bacharach - Hit Maker! - Kapp KL-1428 LP Vinyl Record,0.99,0.5863
v1|227405038005|0,JAZZ - THELONIUS MONK NONET LIVE IN PARIS - WOTRE MUSIC - NM IMPORT,5.99,0.3576
v1|327242191485|0,"Man Or Astroman, World Out If Mind, 7” Gold Vinyl, 1995, Estrus, Surf Rock",35.00,0.1874
v1|127943746336|0,"MAROON 5! ""RED PILL BLUES"" WHITE VINYL ALBUM! 2017 (B0026744-01)",5.71,0.3095
v1|358743271078|0,MASSIVE KILLER LOT of 25 Albums - R&B / Funk / Soul 🎵 #4,22.50,0.4791
v1|188576918939|0,"STEPPENWOLF on LP "" GOLD "" rock",9.99,0.3347
v1|366505877849|0,NEW GUYS ON THE BLOCK Self Titled SUGAR HILL SH-9203 LP VG+ i,8.00,0.2829
v1|366505869275|0,LEON'S CREATION The Is The Beginning STUDIO 10 LP i,8.00,0.3597
v1|298465137492|0,Best Of The Animals  MGM Original Vinyl  Mono,5.00,0.4678
v1|206376992322|0,African Head Charge - Environmental Studies LP - On-U Sound UK OG Press VG++,13.50,0.4435
v1|188575277339|0,"LED ZEPPELIN on LP "" LED ZEPPELIN ""  Blues rock, hard rock",15.50,0.7793
v1|800248539986|0,PARLET Invasion Of The Booty Snatchers CASABLANCA LP i,14.50,0.3957
v1|318508912604|0,ONE WAY Lady MCA LP VG+ i,8.00,0.4865
v1|800248536695|0,ONE WAY Love Is... MCA LP VG+ i,8.00,0.5173
v1|236906521060|0,Yes - Close To The Edge (LP Vinyl Record) VG+/VG | Atlantic SP 19133,4.99,0.3494
v1|800251934954|0,Bob Marley & The Wailers - Exodus LP - MFSL 200g Ltd. NM,40.00,0.4066
v1|318520785388|0,SLY & THE FAMILY STONE Fresh EPIC LP VG+ gatefold SHRINK i,10.50,0.3701
v1|318520780088|0,SHO NUFF From The Gut To The Butt STAX LP SHRINK i,8.00,0.3673
v1|318508875661|0,KLYMAXX Self Titled MCA-5832 LP SEALED i,8.00,0.6381
v1|800263124420|0,MENARD ROGERS Music From The Heart MARGARET LP VG+ i,8.00,0.5978
v1|366511278319|0,SLY & THE FAMILY STONE Greatest Hits EPIC PE-30325 LP gatefold reissue SEALED i,8.00,0.3564
v1|318508875861|0,KOOL & THE GANG Good Times DE-LITE LP VG+ canada i,8.00,0.7772
v1|800263125338|0,RUFUS FT. CHAKA KHAN Ask Rufus ABC LP VG+ gatefold with poster SHRINK i,8.00,0.8406
v1|236906522688|0,1986 The Police - Every Breath You Take The Singles LP EX Vinyl Record SP-3902,10.00,0.2488
v1|358733246666|0,"Bad Company Straight Shooter Swan Song 12"" 33 RPM Black Vinyl LP Rock Record",5.00,0.3718
v1|257593428767|0,mclusky do dallas 2022 Prescriptions Used Vinyl Record 33RPM LP,99.95,0.2832
v1|358666632089|0,Victor 23008 Bix Beiderbecke Orch FRIEND WITH PLEASURE  Jazz 1930 78 rpm E-/E,24.99,0.3012
v1|366511278409|0,SMOKED SUGAR Self Titled 20TH CENTURY T-473 LP SEALED i,8.00,0.5248
v1|318508914230|0,PARLIAMENT Up For The Down Stroke CASABLANCA LP VG+ SHRINK i,18.00,0.3410
v1|358735508929|0,George Michaels 1St Solo Album Faith NM,25.00,0.3782
v1|366511275715|0,GIL SCOTT-HERON The Best Of... ARISTA LP VG+ i,8.00,0.4399
v1|137465436175|0,Peter Cetera “Glory Of Love” (The Karate Kid) 45RPM/7” Vinyl Record LP 1986,3.00,0.3686
v1|178261272189|0,ETHEL ENNIS • Change Of Scenery 1957 LP PROMO Jazz Pop LISTEN EX,9.99,0.4233
v1|366505865612|0,Bob Dylan Desire Vinyl LP Record 33893 1975,4.00,0.4350
v1|318520163579|0,Lot of 9 Seeburg Artist Of The Week 45s For Jukebox With Artwork 40 + Records,9.95,0.3317
v1|206376992361|0,Heptones - Street Of Gold LP - Park Heights - Roots Reggae VG++,8.00,0.2265
v1|127948559625|0,Frederick Knight - I've Been Lonely For So Long Vinyl Me Please (VMP),12.99,0.3925
v1|318511728958|0,Azteca - Pyramid Of The Moon LP - Columbia VG+,8.00,0.4128
v1|318511729020|0,Prince Nico Mbarga & Rocafil Jazz - Sweet Mother LP - Rounder,8.00,0.3662
v1|407041462845|0,SILVERTONES - WHEN KNOTTY CAME [ CLOCKTOWER ] ▶️ 🔊,8.88,0.3581
v1|366511278485|0,S.O.S. BAND On The Rise TABU LP VG+ i,8.00,0.3914
v1|366510870715|0,Cyndi Lauper 'She's So Unusual' LP,5.95,0.5327
v1|358666458695|0,Chess 1635 Chuck Berry TOO MUCH MONKEY BUSINESS    78 rpm   Rock N' Roll HEAR!,30.00,0.3643
v1|800263239737|0,"Camel The Single Factor Passport Records PB 6013 12"" Vinyl LP 33RPM Black",11.20,0.4820
v1|366505879934|0,ONE WAY FT. AL HUDSON Self Titled MCA-3178 LP VG+ i,8.00,0.4437
v1|287427829135|0,CONRAD SALINGER - A LOVELY AFTERNOON LP RARE 1957 US VERVE MONO BUDDY BREGMAN,7.99,0.2090
v1|800263047839|0,"Kikagaku Moyo Forest of Lost Children BBBIRD13 LP 12"" 45RPM Black Vinyl",10.20,0.3391
v1|327237575642|0,Chuck Willis  The King Of The Stroll 1958/2011 Rumble Italy Import RnB Lp Sealed,7.99,0.2735
v1|127948342973|0,"The Shifters In It! 10"" Vinyl Record EP TEST PRESSING Ska Rocksteady DC-001 VG",1.00,0.4063
v1|307032976614|0,The Green Valley Ramblers:  Bluegrass Dawn LP REVONAH 909 signed,9.99,0.4205
v1|206376992418|0,V/A - A Nation Is Born LP - Private Bahamian Funk DG Shrink,10.00,0.3760
v1|800263122643|0,MARTHA REEVES & THE VANDELLAS The Best Of... ERA LP SHRINK i,8.00,0.2538
v1|147404256434|0,"HIP-HOP 12"" ""MORE BOUNCE (RAP)"" BOBBY DEMO ( SCORPIO 1981 ) CANADIAN IMPORT",15.00,0.3821
v1|127948746648|0,"1980 The Rolling Stones ""Emotional Rescue"" Vinyl LP Album - EX With Dust Jacket",5.99,0.6746
v1|137469604008|0,Waylon & Willie LP RCA AFL1-2686 1978 Waylon Jennings Willie Nelson VG+,7.00,0.5467
v1|800263124211|0,ROCKWELL Somebody's Watching Me MOTOWN R-154297 LP club edition SEALED i,10.50,0.4868
v1|236906533820|0,COUNTRY HANK WILLIAMS Luke The Drifter MGM 0-119 10 INCH LP AUSTR FLIPBACK CLEAN,9.99,0.4018
v1|800251934986|0,Fela Ransome-Kuti & The Africa 70 - Greatest Hits LP - EMI Nigeria,16.50,0.3583
v1|287425951490|0,Toto Self Titled Self Titled S/t Debut 1st Lp Steve Lukather Nm Georgy Porgy,7.00,0.3675
v1|117275687965|0,Skrowaczewski SCHUBERT Symphony No.7 (9) in C Major Mercury SR 90272 RFR-2/RFR-2,3.99,0.3898
v1|366510041595|0,SNAZ-NAZARETH-LIVE-CLASSIC ROCK 2 LP SET ON A&M-HYPE STICKER-1ST PRESS,9.99,0.5384
v1|318520792311|0,CARLA THOMAS Comfort Me STAX LP i,8.00,0.3447
v1|318518122577|0,Riot  Welcome To The World Of Riot  1974 Motown Latin Soul Psych Funk Promo Lp,5.99,0.3034
v1|336655114670|0,"78 RPM -- Brother Son Bonds, Decca 7039, V- Blues - Gospel Guitar + Jug",100.00,0.3221
v1|377308421440|0,Propagandi Less Talk More Rock Euro Store LP Vinyl Fat Wreck,35.00,0.2216
v1|206380166282|0,Elvis Presley - RCA Victor LP - Spinout - APL1-2560,4.99,0.7033
v1|800263132984|0,SLAVE The Concept COTILLION LP VG++ SHRINK i,8.00,0.2850
v1|800251935018|0,Lee Scratch Perry - From The Secret Laboratory LP - Mango - Dub Reggae VG+,28.00,0.3433
v1|398120851291|0,"RCA Victor Boston Pops Arthur Fiedler Star Dust Stereo 12"" 33RPM LP [Tested]",2.00,0.3909
v1|358736838360|0,Amanda Lear	Never Trust A Pretty Face	 PEC 90536	Epic,6.99,0.4155
v1|127948485479|0,Gravdiggaz 6 Feet Under Vinyl Lp,25.00,0.4061
v1|800263124310|0,ROGER The Saga Continues... WARNER BROS LP VG+ i,8.00,0.6641
v1|336663393323|0,"Grateful Dead Grateful Dead Double LP Vinyl Warner Bros. 1971 2WS 1935 12"" Live",4.99,0.5613
v1|318520786538|0,SOUTHSIDE MOVEMENT Moving South 20TH CENTURY LP VG+ promo i,8.00,0.9250
v1|366511273829|0,RUFUS FT. CHAKA KHAN Rags To Rufus ABC LP VG+ SHRINK i,11.50,0.8406
v1|236906516602|0,PINK FLOYD WISH YOU WERE HERE COLUMBIA PC33453 1LP,13.50,0.5783
v1|298452800526|0,PARLIAMENT • Come In Out Of The Rain • 1972 FUNK SOUL MONSTER UK Promo EX A Side,24.16,0.3500
v1|800263702490|0,Elysian Fields - Adelain 2xLP,12.00,0.0000
v1|117279284502|0,FRANK SINATRA Greatest Hits The Early Years -  Columbia CL 2474,3.99,0.3319
v1|318520777225|0,SAM & DAVE The Best Of... ATLANTIC LP VG+ i,8.00,0.4131
v1|257559594436|0,Victor 24893 Bennie Moten Kansas City Orch SHE's NO TROULE Jazz 1931 78 rpm HEAR,24.99,0.4209
v1|366505878318|0,OHIO PLAYERS Jass-Ay-Lay-Dee MERCURY SRM-1-3730 LP gatefold SEALED i,8.00,0.3590
v1|127948447622|0,UB40 - Little Baggariddim - NM/VG+ 1985 Raggae Ska A&M SP6-5090 1ST Press,4.99,0.3888
v1|800251934984|0,Dillinger - Bionic Dread LP - Black Swan UK VG++,8.00,0.2676
v1|336662878050|0,"Alive: the Millennium Concert by Kiss (Record, 2014)",20.52,0.4235
v1|307036825591|0,Jimmy London  45 RPM Record I’m Your Puppet Up Town Skank Spider Man Label,9.99,0.3062
v1|398120385813|0,Jim Schwall Band Spring Vacation LP M- Private Pressing (1978),25.00,0.4710
v1|127952172633|0,"Wallows Model Dylan Edition Album with Red Vinyl Record, Poster, Slip Mat & 7""",90.00,0.4645
v1|188574115750|0,"The New Bomb Turks- Nightmare Scenario 12"" LP Orange Vinyl Epitaph Records 2000",50.00,0.4196
v1|147405408593|0,"Aswad Crucial Tracks LP 1989 Mango Records MLPS 9833, Promotional Copy NM/NM",15.00,0.5950
v1|206376992397|0,Scientist vs. Peter Chemist - 1999 Dub LP - Heartbeat OG Press VG++,51.00,0.3139
v1|117275578375|0,Peter Tosh-vinyl ,10.00,0.5309
v1|158039187947|0,"Green Day Sweet Children 7"" 45 RPM Promo Vinyl Single Reprise 2009 PRO-S-51777",0.01,0.3105
v1|336663381676|0,DAVID BOWIE- Never Let Me Down (Vinyl/LP/1987/EMI Records 17267) EX/VG+,4.99,0.4811
v1|358736238086|0,lp the byrds greatest hits,7.00,0.4038
v1|127948224973|0,Sparks - In Outer Space,8.99,0.5841
v1|800263121555|0,RARE EARTH Midnight Lady RARE EARTH LP VG+ i,8.00,0.5715
v1|407036832573|0,"Unspoken Word, the Self-Titled LP Psych",9.50,0.2863
v1|278138566064|0,"Dr. Demento 2 LP #85-27 Radio Show w/Cue Sheets-Residents, Weird Al, Monty Pytho",48.00,0.2109
v1|318521523521|0,ADAM & THE ANTS Kings Of The Wild Frontier Vinyl LP 1980 VG+,3.00,0.3282
v1|307033545908|0,Elton John    Tumbleweed Connection     EX  W/Booklet,10.00,0.5084
v1|227412325240|0,John Lennon Imagine The Alternate Album LP Apple SW-A-3379 EX Vinyl Rare,30.00,0.6496
v1|188485950183|0,GARY BURTON - Something's Coming - RCA Mono LPM-2880 LP Vinyl Record - EX,3.58,0.3822
v1|318520796235|0,WAR Why Can't We Be Friends? UNITED ARTISTS LP VG+ with poster i,8.50,0.4610
v1|318508876437|0,LAKESIDE Outrageous SOLAR LP VG+ gatefold i,8.00,0.4060
v1|358663945655|0,Kalliope 6202. Osmond Brothers (BANJOS!) Ragtime Episode 1912 78 rpm E-,30.00,0.7030
v1|800264306304|0,PAUL McCARTNEY  LP McCartney 1970 Apple vinyl,11.50,0.5760
v1|398137552293|0,TP AUDIORAMA Retour En Force | Afro Boogie |  Uptempo Soukous | Synth LP HEAR,9.99,0.3233
v1|287432391799|0,ALWAYS SOUNDTRACK LP - JOHN WILLIAMS - MCA 1989 Exc,15.00,0.3957
v1|307032802807|0,BLUEGRASS Sam Bush Alan Munde Together Again M- signed Munde and Roland White,10.50,0.4898
v1|800263121598|0,LOU RAWLS The Best From... CAPITOL SKBB-11585 2XLP gatefold SEALED i,8.00,0.3841
v1|307033293180|0,"Vox Pixie from Paris LP Vinyl 12"" Genevieve Gianni Monese Orchestra Pop Vocal",2.50,0.3381
v1|318517817397|0,Vinyl Record LOT Of 11,10.00,0.6201
v1|236906510601|0,BLUES LEADBELLY VOLUME 4 STINSON SLP #51 M-/M- 10 inch LP,19.99,0.3870
v1|358735500801|0,"JAZZ LP Dizzy Gillespie ""Have Trumpet Will Excite"" Verve MG V-8313 Mono",1.00,0.4994
v1|137462980456|0,SUPERTRAMP LP - BREAKFAST IN AMERICA - A&M Records – SP-3708 Sealed,14.99,0.4432
v1|366511285237|0,LEON WARE Self Titled ELEKTRA E1-60050 LP VG+ wlp i,10.50,0.3835
v1|318520780196|0,SIDE EFFECT After The Rain ELEKTRA LP VG+/VG++ wlp i,8.00,0.4545
v1|257588380162|0,Morrissey – Kill Uncle Vinyl LP 1991 First Master's Voice 1st UK Pressing NM,74.00,0.4696
v1|307037234551|0,The Wonder Years - No Closer to Heaven 2xLP Blue/Burgundy Swirl Etched,35.50,0.2607
v1|188576353224|0,"VAN MORRISON on LP "" SAINT DOMINICS PREVIEW ""  rock folk",19.99,0.4289
v1|800251934958|0,Bunny Wailer - Sings The Wailers LP - Mango OG Press VG+,10.50,0.3440
v1|267712860024|0,David Grisman: Home Is Where The Heart Is signed David Grisman and Del McCoury,15.00,0.4145
v1|800248520985|0,MARVELETTES Anthology MOTOWN 2XLP VG+/VG++ club edition gatefold SHRINK i,8.00,0.5782
v1|800262961319|0,"The Rhythm System The Rhythm TR002 12"" Vinyl Single Black Paper Sleeve",4.40,0.3576
v1|800263136999|0,DONNA SUMMER Once Upon A Time... CASABLANCA 2XLP VG+ gatefold SHRINK i,8.00,0.2238
v1|188587067829|0,"Dag Nasty – 85-86 Box Set OOP 1991 – DYS, Bad Religion, Fugazi, Minor Threat",32.00,0.3656
v1|800248529153|0,GWEN MCCRAE Rockin' Chair CAT LP VG+ 180g reissue i,8.00,0.7271
v1|127948342973|0,"The Shifters In It! 10"" Vinyl Record EP TEST PRESSING Ska Rocksteady DC-001 VG",1.00,0.4063
v1|336663378495|0,The Beatles - Sgt. Peppers LP ~ 1987 Capitol C1-46442 ~ EX/EX,10.50,0.3791
v1|398120551225|0,"Lecuona Cuban Boys Play for Dancing ABC-Paramount Stereo 12"" 33RPM LP [Tested]",5.50,0.3055
v1|147410553428|0,"Every Picture Tells a Story by Stewart, Rod (Record, 2015)",0.99,0.4423
v1|287431931431|0,The Skylarks / Rosemarie w/ Frank De Vol & His Orch 16” Transcription p. 31/32,10.00,0.4180
v1|336663099908|0,Rob Zombie – Limited Edition Vinyl Box LP Box Set NEW (OTHER) READ DESCRIPTION ,600.00,0.3925
v1|257593587134|0,JAMES P JOHNSON-JAZZ LP ON COLUMBIA-IN SHRINK,9.99,0.3172
v1|236906514460|0,Fleetwood Mac Rumors BSK 3010 1977 Vinyl with Insert Warner Bros. in Shrink,16.00,0.7779
v1|236900035445|0,"26x SOUL Funk BREAKS & Beats 45 Lot: *VG+, VG++ to Mint- Condition* READ  #4333",51.00,0.4136
v1|206376992375|0,Johnny Clarke - Moving Out LP - Total Sounds Jamaica VG++,38.00,0.3162
v1|318511728984|0,Don Carlos - Just A Passing Glance LP - RAS VG++,44.00,0.3724
v1|178267557304|0,"LP Jackets ONLY, Lot of 8",8.00,0.3682
v1|366511273526|0,DIANA ROSS & THE SUPREMES Aquarius MOTOWN MS689 LP SEALED i,8.50,0.4494
v1|236904840089|0,"Bob Dylan Bob Dylan's Greatest Hits 12"" Black Vinyl LP Stereo Columbia",4.99,0.4561
v1|318508875587|0,KLEEER License To Dream ATLANTIC LP VG+ i,8.00,0.3329
v1|236905993731|0,Rick Derringer All American Boy Blue Sky KZ 32481 Vinyl LP Rock Cardboard,2.53,0.3639
v1|257595159299|0,Paul McCartney & Wings- Lot Of 2 LP's/Records- Band On The Run/ Wild Life,5.99,0.2738
v1|318511728988|0,Gregory Isaacs - Extra Classic LP - Micron Canada Black Label VG+,11.10,0.3064
v1|257559856449|0,Victor 24284 Ben Pollack Or TWO TICKETS TO GEORGIA hot!  Jazz 1933 78 rpm E-/EE-,19.99,0.3248
