ebay_id,ebay_title,price,keeper_score
v1|318664077340|0,Tony Sherman - City Nights LP - International AZ France VG++,10.50,0.0923
v1|307096522076|0,Complete Death Misspressed 'Beyond Possession' 1986 Metal Blade Vinyl LP*NM*,97.00,0.0923
v1|398243847054|0,"Lil Wayne Tha Carter VI LP Vinyl Record -12"" Purple",2.25,0.0922
v1|398243412983|0,Chuck Berry - Rockin’ At The Hops 2nd Press 1960 Mono Chess Records,45.00,0.0922
v1|137579649404|0,"Glen Hansard  ""Didnt He Ramble"" vinyl album  SIGNED in person 100% authentic!!!",399.99,0.0922
v1|298554459405|0,SNAIL LP Album,4.99,0.0922
v1|287494094249|0,"2-45s 7"" Vinyl,The Standells 1984,""Dirty Water"",$ your love"" 84,Hush",6.00,0.0922
v1|278240806337|0,Lynyrd Skynyrd “One More from the Road”LP MCA2-6001 COVER IS VG+/VINYL IS VG,8.00,0.0922
v1|398252925236|0,Gershwin Rhapsody in Blue American in Paris Concerto in F 2-LP Set,7.99,0.0921
v1|267745890084|0,The Moody Blues On The Threshold of A Dream Deram Records DES 18025 VG+ (1969),2.25,0.0921
v1|206462753269|0,"Afrika Bambaataa - Tommy Boy 12"" Single - Looking for the Perfect Beat - TB-831",1.99,0.0921
v1|358878924404|0,"Jay Wiggins ""Tears Of A Lover"" Northern Soul 45 Solid Sound mp3",21.97,0.0921
v1|800440125033|0,VI REDD Lady Soul ATCO LP o,8.00,0.0921
v1|128007079224|0,The Sensational Gospel Keys -Payday- Georgia Modern Soul Gospel LP - Hear,9.99,0.0921
v1|800461336990|0,Odd lot of rare THE WHO  LPS bootlegs quadrophenia etc,52.00,0.0921
v1|298553979831|0,Wilson Pickett. The Wicked Pickett Album. Atlantic Records. Mustang Sally. 1966,11.95,0.0921
v1|307097447407|0,4 ORIGINAL MONO BEATLES ALBUM LOT FOR ARTS CRAFTS DECORATION !,20.50,0.0921
v1|137581558021|0,"EASY LISTENING LP ""EASY"" NANCY WILSON ( CAPITOL 1968 )",5.00,0.0920
v1|800443916426|0,"V/A (Ferrara, Graffiti, Musique) - Volume 2, Number 9 2x12"" - Disconet VG+ PROMO",8.00,0.0920
v1|188734671888|0,REBA McENTIRE - JUST A LITTLE LOVE Vinyl PROMO LP 1984 RECORD Country MCA5475 NM,9.77,0.0920
v1|800454624891|0,ERNIE WILKINS-HERE COMES THE SWINGIN' MR. WILKINS-EVEREST SDBR 1077,15.99,0.0919
v1|147478331251|0,STAR TREK 2 VINYL LOT INTO DARKNESS & LEONARD NIMOY,10.00,0.0918
v1|227459262389|0,Pink Floyd The Dark Side Of The Moon Vinyl,25.00,0.0918
v1|267745811155|0,Frank Sinatra The Concert Sinatra LP UK Reprise K44001 Play Tested In Shrink NM!,19.99,0.0918
v1|278241683826|0,"Beatles LP The Early Beatles 1964 First Pressing MONO, Excellent Condition!",13.50,0.0918
v1|128011264225|0,NILS LOFGREN ~ I CAME TO DANCE 1977 A&M RECORDS (SP-4628) WHITE LABEL PROMO LP,4.99,0.0918
v1|377389407682|0,The Chambers Brothers -The Time Has Come - Vinyl Record LP Columbia CS 9522 1967,3.99,0.0918
v1|257652062301|0,"SNEAKER PIMPS Spin Spin Sugar CLEAN UP 2x12"" VG++ UK pressing",6.50,0.0916
v1|236972782287|0,JACQUELINE DU PRE - Elgar: Cello Concerto Op. 85 - Masterworks lbl - '77 NM LP,14.99,0.0916
v1|358878846077|0,"Carrie Cleveland ""Make Love To Me"" Rare Crossover Soul 45 Audio-Ent. mp3",28.00,0.0916
v1|336722425678|0,Rolling Stones Undercover 1983 Original US LP 90120-1 SRC Press VG+ Sticker,4.99,0.0916
v1|206457726675|0,Prince - Dirty Mind LP - Warner Bros.,11.00,0.0916
v1|267746509341|0,"1978 orig US REL - Joseph Jarman ""Sunbound"" vol 1 - 1976 Live Solo AECO-002 vg",15.00,0.0916
v1|206460663170|0,"Missing Persons ""Spring Session M"" 1982 'Words'",7.89,0.0915
v1|377377146456|0,BROTHERS BY CHOICE BABY YOU REALLY GOT ME GOING 45 RARE MODERN SOUL ALA 104 NM,9.99,0.0915
v1|336722399366|0,"Kali Uchis - Sincerely, Lenticular Vinyl (Silverstone Variant)",30.00,0.0915
v1|318661020251|0,PINK FLOYD - THE WALL - 2 LP - GOLD STAMP PROMO - TIMING STRIP - RARE!!,139.99,0.0913
v1|206457726687|0,"Royalty - Jellie Roll Beat Vocal 12"" - TSOV - Disco Funk VG+ PROMO HEAR",10.50,0.0913
v1|358878816884|0,"Boris Gardner ""Melting Pot"" Islands Funk Breaks 45 Jaguar mp3",12.50,0.0913
v1|358878862414|0,"Crystal Clear ""Stay With Me/You're So Unreal"" Rare 70's Soul 45 Polydor mp3",215.50,0.0913
v1|188726497711|0,Obscure VA Bluegrass NOS EP 45 CLYDE MURPHY The Singing Coal Miner SALEM hear NM,6.00,0.0913
v1|147478848545|0,Juice Newton Juice LP Vinyl Capitol Records ST-12136 1981,4.00,0.0912
v1|188734725839|0,"AURRA - CHECKING YOU OUT 12"" Vinyl RECORD 1982 It's You SG 369 EX",9.50,0.0912
v1|168578598936|0,MIAMI DEEP SOUL 45 - JOHNNY LARAND - HEAVEN TO ME - HEAR,49.95,0.0912
v1|267745945019|0,The Moody Blues on the Threshold of a dream vinyl lp Des 18025 1969 VG+,8.00,0.0912
v1|188710004121|0,Curley Weaver and Ruth Willis - Some Gold Rainy Day - MELOTONE 12621 G,19.99,0.0912
v1|318661066393|0,EDDIE HENDERSON Runnin' To Your Love CAPITOL LP VG+ SHRINK o,8.00,0.0912
v1|236980268488|0,Berlin - Pleasure Victim - Vinyl Record - Geffen Records – GHS 2036,4.24,0.0912
v1|206457726641|0,"M Trax - Trip Chick 12"" - Nordic Trax Canada - Deep House HEAR",8.00,0.0912
v1|267745754284|0,"Heaters Why Do Fools Fall In Love Pop, Funk/Soul+ Columbia Demo Red 45 rpm vinyl",5.00,0.0912
v1|366577516130|0,JOE PASS Live At Long Beach City College PABLO LIVE LP VG+ o,8.00,0.0911
v1|117337218504|0,RARE Vintage Vinyl/LP. Charlie/The Jives. Making Time. Tejano. TDLP-2028. READ!,99.99,0.0911
v1|257651978105|0,"ROXY BREAKS Vol. 2 303 12"" breakbeat 1996",5.00,0.0911
v1|206460704242|0,"Chess Sonny Boy Williamson Blues Masters Series 12"" 33RPM Black Vinyl LP",10.00,0.0910
v1|298553848557|0,Isaac Stern 60th Anniversary Celebration Zukerman Perlman Mehta LP Vinyl Record,9.99,0.0910
v1|298553758775|0,GRACIE ABRAMS The Secret Of Us (Deluxe) 2025 2xLP sealed VINYL Record,30.00,0.0910
v1|318669206893|0,DUMBO Original Album Victor Records Walt Disney Productions,3.80,0.0910
v1|147483373128|0,AMENRA 2 VINYL LOT BELGIAN POST METAL,25.00,0.0910
v1|147479200282|0,Coil - Spring Summer Autumn Winter [Solstice Equinox] (7” 1998) FULL SET OF 4 UK,175.00,0.0909
v1|358878992604|0,"Ralph Weeks ""Something Deep Inside"" Rare Panama Sweet Soul 45 4 Stars mp3",108.50,0.0909
v1|117331903737|0,MIKE MIKA'ELE & LORNA McCLELLAN The Life Of The Land 1974 HAWAIIAN LP #TSR-7064,5.99,0.0908
v1|128007720105|0,DON HUGHES:Gentle On My Mind Custom CS 1131 LP 1970 G+/G-,0.99,0.0908
v1|178368491520|0,PHIL WOODS - Rights Of Swing - LP Candid - Base Italy W/ Sahib Shihab,9.65,0.0908
v1|257652072101|0,"SOUND ASSASSINS Hardcore Vibes WORLD OF OBSESSION 12"" VG+ UK press ",5.00,0.0907
v1|358879013812|0,"Sharlotte Shaw ""Say I & To Me"" Crossover Soul 45 Detroit Street Services mp3",9.99,0.0907
v1|377389407926|0,Guy Van Duser - Finger Style Solos - Vinyl Record LP - Rounder Records - 1977,3.99,0.0907
v1|267746407980|0,JOHN FOGERTY - CENTERFIELD - 1985 WARNER BROS. VINYL RECORD - (VG+/VG),3.99,0.0907
v1|298554319747|0,LES BROWN ~ DO IT UP' BROWN ~ 195? ~ 45 RPM EP ~ RECORD EX  COVER EX,0.99,0.0906
v1|168571169322|0,Booker T & The MG’s 1971 Funk 45 on Stax ~ Melting Pot ~ Hear,9.99,0.0904
v1|117341349077|0,"ELLIOTE ASTON ( THE CARS) ""CHANGE NO CHANGE"" VINYL LP 1985",0.69,0.0904
v1|117336914389|0,GENE AUTRY: A Broken Promise/I'm A Fool To Care  RARE 1954 Columbia 45 Promo,3.00,0.0904
v1|287499635826|0,Los Hermanos Rosario (volumen/2. Original 1984 Merengue LP. Very Good condition.,29.99,0.0904
v1|298551310182|0,The Beatles  - Help! -  1965 US Stereo Gatefold LP,39.99,0.0904
v1|168589145922|0,ROCK Loverboy Hot Girls In Love Columbia 03941 1983 NM PROMO Pic Slv,5.00,0.0904
v1|287500062673|0,"KC and the Sunshine Band Do You Wanna Go Party 12"" Vinyl 33 RPM 1979 TK 611",5.00,0.0903
v1|398251097746|0,BARBARA STREISAND Yentil Soundtrack COLUMBIA 1983 Hype Sticker LP Orig SEALED,9.99,0.0903
v1|398251136384|0,CHARLIE BARNET And His Orchestra Dance Bash LP VERVE MG V-2007 US 1956 Vinyl,5.94,0.0902
v1|158148489143|0,Heart Alone Barracuda 1987 45rpm Silver Heart Capitol 44002,0.50,0.0902
v1|358878975179|0,"Merry Clayton ""Gimme Shelter"" Funk 45 Ode mp3",9.99,0.0901
v1|257651682808|0,"MICHAEL SEVEN Held In Spell By Voodoo ROMANCE 12"" VG++",5.00,0.0901
v1|257651768551|0,"NOEL Silent Morning 4TH & B'WAY 12"" VG++ SHRINK",5.00,0.0901
v1|257651689281|0,"MIGHTY DIAMONDS Heavy Load ANCHOR 12"" VG++ SHRINK reggae HEAR",5.00,0.0901
v1|206458099011|0,"THE CLASH Black Market Clash 1980 EPIC Anthology LP 10""  EX/VG Play Tested",12.00,0.0900
v1|336722645693|0,16x Jazz LP Record Lot Mixed Grade Goodman Linz Alpert,8.00,0.0900
v1|336722387234|0,Warren Zevon Excitable Boy 1978 Asylum 6E-118 Vinyl LP Vintage Record VG+/VG+,16.00,0.0900
v1|158147321715|0,"Alice Cooper Goes to Hell 12"" Black Vinyl LP 33 RPM, Warner Bros. Records",10.00,0.0899
v1|188714811228|0,Cream Disraeli Gears 1967 Atco Records Vinyl LP,5.50,0.0898
v1|188718157620|0,Lydia Mendoza - Celosa - AZTECA 294 E,19.99,0.0898
v1|366575099319|0,Lydia Mendoza - Serenata Tapatia - AZTECA 333 E+,19.99,0.0898
v1|278241592393|0,SANCOCHO,8.99,0.0898
v1|278241613083|0,CUARTETO CANEY ,6.99,0.0898
v1|147480343133|0,"Camilo Sesto  ""Amaneciendo""",6.00,0.0898
v1|168584165804|0,With booklet-Sammy Davis Golden Boy Original Cast Musical LP - Capitol SVAS 2124,1.00,0.0898
v1|168585790073|0,Colossum The Grass Is Greener 1970 LP,10.00,0.0898
v1|377395125054|0,"LOS DINOS ""EL TRACALERO"" LP BERNAL RECORDS vinyl ",19.99,0.0897
v1|158148054109|0,4 JUBILEE RADIO SHOW TRANSCRIPTION DISCS ANDREWS SISTERS LEO WATSON LENA HORNE,99.99,0.0897
v1|298553852298|0,Wynton Marsalis - Hot House Flowers - Columbia FC 39530 OG 1984 VG+,9.99,0.0897
v1|318657399004|0,Elvis Blue Hawaii Lpm 2426 Vinyl Record,8.99,0.0897
v1|398242682300|0,Jodette ( Kamelia) & Fahim Sadi. VC-3327. Nights Of Jodette. In shrink wrap . ,12.00,0.0896
v1|158148184153|0,"The Police Synchronicity A&M 12"" Black Vinyl LP 33RPM SP-3735",10.00,0.0896
v1|267745971284|0,"Vanilla Fudge – Near The Beginning, 1969 LP, ATCO Records – SD 33-278",6.00,0.0896
v1|366577527695|0,CURTIS FULLER Four On The Outside TIMELESS LP VG+ holland o,8.00,0.0896
v1|377389407793|0,Gene Krupa - Drummer Man - 1956 Mono Vinyl Record LP Red Label - Verve MGV 2008,9.99,0.0895
v1|158147128568|0,Jerry Lee Lewis Rockin’ Rhythm & Blues 1969 Vinyl LP SUN Records,4.00,0.0895
v1|278191704899|0,"JANIS JOPLIN ""I GOT DEM OL' KOSMIC BLUES AGAIN MAMA !"" 1969 FIRST PRESSING LP",5.00,0.0895
v1|278249585317|0,Peerless Classics Beethoven Symphony No. 8 Vinyl LP Record VG/NM,1.00,0.0894
v1|278249585167|0,Peerless Classics Beethoven Symphony No. 4 Vinyl LP Record VG/NM,1.00,0.0894
v1|178374890192|0,Original Vintage Vinyl LP CLAUDINE - Claudine Longet - 1967 Debut Record Album,1.00,0.0894
v1|137579193966|0,Chet Atkins ‎– Solid Gold '69 Vinyl - LP 1969 RCA Victor ‎– LSP-4244,3.99,0.0894
v1|407115533559|0,"Grand Funk Railroad Grand Funk Capitol SKAO-406 12"" Black Vinyl LP Rock",15.00,0.0894
v1|117336807945|0,Lenny Bruce the Law language and Lenny Bruce Mint Rare Phil Spector,12.99,0.0894
v1|407117344754|0,"Jay-Z ""The Black Album"" Rap Hip Hop 2xLP Roc-A-Fella Reissue w/ Insert",12.50,0.0893
v1|267747674147|0,Failure Location Lost Scorched Fog Swirl Colored Vinyl 2026 Fantastic Planet,24.95,0.0893
v1|128007630887|0,The B-52's Wild Planet LP 1980 Warner Bros BSK 3471 STERLING Orig US Press VG+,19.99,0.0893
v1|178368113749|0,"THE MOTORS-TENEMENT STEPS- M-record And EX Cover, Original Inner Sleeve ",8.00,0.0893
v1|800440131934|0,ALVIN QUEEN Ashanti NILVA LP VG+ switzerland o,10.75,0.0893
v1|257651998383|0,"SADE Paradise EPIC 12"" VG++ SHRINK",11.50,0.0893
v1|257658101778|0,"TRINITY Where Love Is ANANYMOUS 2x12"" NM/VG++",5.00,0.0892
v1|257657238906|0,rare Elvis Presley That's The Way It Is non-flexible rigid vinyl,48.00,0.0892
v1|327292117549|0,Pearl Jam 20 Twenty 2011 US Limited Edition 3LP Vinyl Soundtrack PJ20 NM,100.00,0.0891
v1|407117201639|0,"Del & Keith Present FNKPMPN ""Subatomic"" Rap LP Threshold Promo Color Wax SEALED",7.99,0.0891
v1|188734352395|0,"Joanie Greggains Aerobic Shape-Up 12"" Vinyl LP Parade Records PA-106 Book",2.29,0.0891
v1|336722318006|0,JOHN LENNON Imagine 1984 1st PRESS *SHRINK*  MOBILE FIDELITY MoFi MINTY!!!!!,109.50,0.0891
v1|227459353573|0,Lot of 6 KISS 45 RPM 7 inch records vinyl Ace Frehley Gene Simmons RARE,29.99,0.0890
v1|318672012632|0,Bamboos - Hard Up LP - Pacific Theatre Gold Wax NM,14.50,0.0889
v1|168571169333|0,Eldridge Holmes 1968 Soul 45 on Deesu ~ Where Is Love ~ Hear,9.99,0.0889
v1|188734676698|0,THE YOUNGBLOODS - ROCK FESTIVAL Vinyl LP RECORD 1970 Album WS 1878 EX+,9.88,0.0889
v1|358878963314|0,"Lee Williams & The Cymbals ""I'll Be Gone"" Northern Soul 45 Carnival mp3",10.50,0.0889
v1|407102637036|0,BLACK UHURU The Dub Factor  REGGAE LP  SHRINK  MANGO STERLING,9.99,0.0888
v1|147479072932|0,Frida Somethings Going On Lp Abba Phil Collins Nm,4.99,0.0888
v1|137557853090|0,BLACK UHURU Anthem ROOTS  REGGAE LP SHRINK  ISLAND STERLING NM,9.99,0.0888
v1|227459588208|0,Harvest Chapel Singers - Because He Lives Gospel Record Friendship Ohio VG+ 1974,4.99,0.0888
v1|336722299766|0,Aquarius LP by Charlie Byrd vinyl VG+/VG CS9841 Columbia Records,4.99,0.0887
v1|336722433522|0,LED ZEPPELIN - LED ZEPPELIN III LP US Atlantic SD-19128  EX,14.50,0.0887
v1|206457726617|0,"Jamiroquai - Virtual Insanity 12"" - Work - House VG+ PROMO HEAR",17.00,0.0887
v1|178369147681|0,Uriah Heep - The Best Of Uriah Heep Vinyl LP -NEAR MINT - ULTRA SONIC CLEANED,7.99,0.0887
v1|278248321078|0,Rich Carlson Bad Luvin Mother LP Crystal Records Vinyl,4.24,0.0886
v1|168584170248|0,Phil Ochs - All the News That's Fit to Sing LP Elektra 1966 EKL 269 stereo Folk,1.00,0.0886
v1|188733987051|0,"SALT-N-PEPA on LP "" WHATTA MAN "" hip hop",2.99,0.0885
v1|800449076028|0,"MOTLEY CRUE - TOO FAST FOR LOVE, 1982 Elektra E1-60174 LP",21.50,0.0885
v1|800440110332|0,PONCHO SANCHEZ Poncho DISCOVERY DS-799 LP VG+ o,20.50,0.0885
v1|407115808837|0,Lot 12 Rare Sub-Grade 45's 1950's-70's Funk/ Northern-Soul/ Doo-Wop / R&B (#11),9.99,0.0885
v1|377389684780|0,Willie Dixon I Am The Blues Lp Record. Very Clean Copy !!,19.99,0.0885
v1|287499377754|0,DIESEL SMOKE Dangerous Curves Trucker Song Sample LP FUNNY LOOKING TRUCK DRIVER,3.87,0.0885
v1|278212174730|0,Grindcore Lot#2 Phobia Napalm Death Fake Dust Trucido Cerebral Rot Spazz AxCx,17.00,0.0884
v1|336722393891|0,Uriah Heep Salisbury Vintage Vinyl LP 1971 Mercury Record SR 61319 VG+/VG,4.99,0.0884
v1|168589166358|0,DISCO Stephanie Mills What Cha Gonna Do With My Lovin 20th Century 1979 NM PROMO,5.00,0.0884
v1|336722391422|0,MOTLEY CRUE Shout At The Devil ELEKTRA vinyl LP w/inner. 60289-1 EX,20.50,0.0884
v1|178367470876|0,Jody Watley - Larger Than Life - 1989 Promo Vinyl LP - MCA 6276,12.00,0.0884
v1|377386849654|0,Sergio Mendes Ye-Me-Le LP 1969 A&M MONARCH WHITE LABEL PROMO 1S U/S CLEANED,19.95,0.0883
v1|178368113961|0,Joan Jett &The Blackhearts “I Love Rock ‘N Roll”Boardwalk NB1 33243 M-Rec VG COV,8.00,0.0883
v1|800443916373|0,"Radiance ft. Andrea Stone - You're My Number 1 12"" - Are 'n Be - Boogie VG+ HEAR",26.75,0.0883
v1|137557865465|0,CORNEL CAMPBELL Superstar REGGAE LP SHRINK  MIC CAN 0027 IMPORT NM,13.50,0.0883
v1|158147737158|0,Kiss 12” Single by Prince - Vinyl Record - LP -  Paisley Park Records - USED,8.00,0.0883
v1|168589166341|0,ROCK The Byrds Bad Night at The Whiskey Columbia 44746 1969 EX PROMO,5.00,0.0882
v1|298554567280|0,Cheap Trick In Color Lp Vinyl Record First Press Santa Maria,3.99,0.0882
v1|366577509983|0,RETURN TO FOREVER Musicmagic COLUMBIA LP VG+ SHRINK o,8.00,0.0882
v1|257652119660|0,"SYLVESTER Someone Like You WARNER BROS 12"" NM SHRINK Keith Haring art",7.50,0.0882
v1|137579147146|0,Stanley Black Moonlight Cocktail London LL 1709 LP~ Vinyl VG,3.09,0.0882
v1|398242509601|0,"John Lennon & Yoko Ono Double Fantasy 12"" Vinyl LP Geffen Records Rock/Pop",2.42,0.0881
v1|168571174369|0,The Vibrations 1965 Soul 45 on Okeh ~ Finding Out the Hard Way ~ Hear,9.99,0.0881
v1|358879011200|0,"Sam Butler ""I Can't Get Over Loving You"" Rare Modern Soul 45 SRI mp3",119.50,0.0881
v1|128007720459|0,SONNY BONO: Inner Views ATCO SD 33-229 LP 1967 VG/G,6.00,0.0881
v1|307097569491|0,"MARI TRINI - MIS GRANDES MOMENTOS - 1985 MEXICAN LP, LATIN POP",14.99,0.0881
v1|398242630768|0,"KING CRIMSON,3 VG+NM VINYL, THREE OF A PERFECT PAIR,THE YOUNG PERSONS GUIDE",55.00,0.0880
v1|366583473103|0,"A Tribe Called Quest ""The Low End Theory"" Rap Hip Hop 2xLP Jive Reissue",13.50,0.0880
v1|158154952340|0,RARE COUNTRY Steve Weldon Texas Woman Title 9000 1976 VG+,5.00,0.0880
v1|407115412080|0,"Vintage 1975 JOHN LENNON PLASTIC ONO BAND Vinyl LP Record Album ""Shaved Fish""",5.00,0.0880
v1|257651979079|0,"ROYAL ORCHESTRA LTD. Get Down FOURTH FLOOR 12"" VG++ house 1990",5.00,0.0879
v1|128002393370|0,The White Stripes - Elephant (2x VINYL BOX) - ALT/INDIE *200G UHQR AUDIOPHILE*,144.99,0.0879
v1|358879025334|0,"The Cheers ""Take Me To Paradise"" Northern/Sweet Soul 45 Okeh Promo mp3",28.00,0.0879
v1|377382557404|0,NRBQ: NRBQ - Debut Album     (LP  1969),11.50,0.0879
v1|227459766404|0,Cheryl Lynn It's Gonna Be Right LP Record Vinyl Album,10.00,0.0878
v1|257651726667|0,"MSG FEAT. GLENN ""SWEETY G"" TOBY I Can Tell DIAMOND 12"" VG++ electro funk",5.50,0.0878
v1|407115253698|0,"Lot of 4 George Jones LP's - I'm A People, Walk Through, Found Heaven, & Race On",28.95,0.0878
v1|267743894389|0,Little Feat - Feats Don't Fail Me Now LP - 1976 reissue – VG+/VG+,10.00,0.0878
v1|178368143103|0,"Jefferson Starship - Modern Times LP ,BZL1-3848 M-record, and cover, Orig. Inner",4.00,0.0878
v1|358884264280|0,EPIC RECORDS - ROY HAMILTON - FROM HERE TO ETERNITY & UNCHAINED MELODY 45 RECORD,4.99,0.0878
v1|236982018436|0,"SZELL, GRAFFMAN, NY Phil (6/19/52) - Mozart & Prokofiev / SRI 2 Acetates / VG",15.00,0.0877
v1|358878877632|0,"Della Reese ""It Was A Very Good Year"" Funk Soul 45 ABC mp3",9.99,0.0877
v1|307102668892|0,Jimmie Rodgers - I'm Lonely and Blue / The Sailor's Plea,10.50,0.0877
v1|117336693946|0,The Gales Of Joy -I'm Going Home- Soul Gospel LP on King - Hear,9.99,0.0877
v1|158150222204|0,BEETHOVEN Concerto No. 4 For Piano & Orchestra In G Major BASF KHB-21510 LP,6.00,0.0876
v1|227460591480|0,TAMMY GRIMES s/t OFF BROADWAY 1959 Pop Stage & Screen VG+ VINYL LP Record USED,5.00,0.0876
v1|117337340354|0,"V/A Horizon Music Sampler #2 1979 PROMO LP on Horizon #SP-17061 Seawind, etc.",9.99,0.0876
v1|358876507433|0,CARL BELEW 45RPM '59 DECCA COOL GATOR SHOES NICE ROCK & ROLLER PROMO M- VINYL,9.99,0.0875
v1|147480682166|0,"Disneyland Records Rubber Duckie Sesame Street 12"" Vinyl LP 33RPM DQ-1334",6.00,0.0875
v1|800451517164|0,Ford Family Ford Family Song Book Vinyl LP Box Set 300-500 Club 1972 Stereo,4.99,0.0875
v1|318660973414|0,BUD SHANK Flute N' Alto WORLD-PACIFIC LP VG+ mono o,8.00,0.0875
v1|206457726724|0,Trans Volta - Disco Computer EP - RKM Venezuela PROMO HEAR,8.50,0.0874
v1|298553971205|0,RARE EDISON Nobel Sissle & Eubie Blake - Broken Busted Blues /You Ought To Know ,29.00,0.0873
v1|336718749894|0,"Depeche Mode  - Leave In Silence -  French Picture Sleeve PS 7""",12.99,0.0873
v1|236980232053|0,Lot of 30 Funk / Soul / Pop Vinyl LPs; Barry White Bar-Kays Rick James Montana,12.19,0.0872
v1|278241288345|0,"JUNIOR MANCE, GET READY, SET, JUMP!!!, 1964 CAPITOL STEREO JAZZ RELEASE, VG++",5.00,0.0872
v1|318669846175|0,"Elton John Tumbleweed Connection DJM Records 12"" Vinyl LP Rock Record",6.00,0.0872
v1|336722069404|0,DAVID SYLVIAN & RIUICHI SAKAMOTO Forbidden Colours 1983 UK 7” Picture Disc 45,4.99,0.0871
v1|257658041043|0,"TEDDY BEAR Lies ERIKA 12"" VG++ electro 1986",5.00,0.0871
v1|267745983312|0,"Tom Petty ""Full Moon Fever"" 1989 MCA Club Edition MCA 6253",49.95,0.0871
v1|128010877984|0,Eddie Noack RARE PSYCHO Murder Country Deather 45 on K-Ark Nice Original Copy,499.99,0.0871
v1|137579000771|0,"Mantovani - Latin Rendezvous - London Record LL3295 - Mono Record - 12"" 33rpm LP",1.99,0.0870
v1|278247900016|0,"Andre Kostelanetz The Kostelanetz Sound of Today 12"" Vinyl LP",8.99,0.0870
v1|366577527159|0,BUD FREEMAN ALL-STARS Featuring Shorty Baker PRESTIGE OJC-183 LP SEALED o,8.00,0.0869
v1|137557767848|0,PETER TOSH Captured Live REGGAE LP SHRINK  HYPE STICKER MINT,9.99,0.0869
v1|188734858121|0,Spelunky Soundtrack - Eirik Suhrke Vinyl Record Black & Gold Limited Pressing,60.00,0.0869
v1|158129667148|0,Warren Lee 1967 Soul 45 on Deesu ~ Ever Since I’ve Been Lovin You ~ Hear,9.99,0.0868
v1|800440107764|0,WOODY SHAW Master Of The Art ELEKTRA/MUSICIAN LP VG+ wlp o,8.00,0.0868
v1|377387674536|0,AL STEWART THE YEAR OF THE CAT LP MFSL ORIGINAL MASTER RECORDING VG+ VINYL,10.50,0.0868
v1|227453554536|0,LP REGGAE / FRANKIE PAUL / HOT NUMBER / VOLCANO,9.99,0.0868
v1|407102379518|0,INNER CIRCLE Everything is Great  REGGAE LP ISLAND SHRINK,9.99,0.0868
v1|407102379518|0,INNER CIRCLE Everything is Great  REGGAE LP ISLAND SHRINK,9.99,0.0868
v1|377389407859|0,Les Brown And His Band Of Renown - Digital Swing - Vinyl Record LP Album,5.99,0.0868
v1|318664077289|0,Prince & The Revolution - Around The World In A Day LP - Paisley Park VG+,10.50,0.0867
v1|267745949316|0,Bob Dylan Down In The Groove 1988 Columbia Record LP. C 40957,3.95,0.0867
v1|257657664716|0,THE MOODY BLUES On The Threshold Of A Dream LP DECCA 1969 DES 18025,8.95,0.0867
v1|257652003271|0,"SAMSON & DELILAH I Can Feel Your Love Slippin Away SATURN 12"" VG+ wlp PROMO",5.00,0.0867
v1|257651597161|0,"MAIN SOURCE Peace Is Not A Word To Play WILD PITCH 12"" VG+/VG++ SHRINK",7.50,0.0867
v1|298548842844|0,"Twisted Sister  - Hot Love/Tonight -  Spanish PROMO US Picture Sleeve PS 7""",20.50,0.0866
v1|147478647001|0,DOORS - (3) 45s - VG-VG+,4.25,0.0866
v1|147478651788|0,DOORS - (3) 45s - VG-VG+,4.00,0.0866
v1|188718102249|0,Juanita y Maria Mendoza - Te Arrepentiras Mujer - FALCON 118 E/E+,19.99,0.0866
v1|128007719746|0,THE HUES CORPORATION Your Place Or Mine 1978 LP on Warner Bros. #BSK 3196,5.99,0.0865
v1|407115100638|0,HEAR - Rare Rock 45 - The Merry-Go-Round - Live - A&M Records # 834,9.99,0.0865
v1|800450524198|0,The Braids-Bohemian Rhapsody -CLUB MIX EXCELLENT CONDITION RARER AWESOME Vinyl,7.28,0.0865
v1|257651794773|0,"OUTKAST B.O.B. LAFACE 12"" VG++ wlp PROMO",5.50,0.0864
v1|137557247458|0,GREGORY ISAACS More Gregory  REGGAE LP  SHRINK  MANGO STERLING,12.50,0.0864
v1|377391686495|0,HANK LAAKE In The Spirit Of The King TUNESMITH Canada VG+ VINYL LP Record USED,5.00,0.0864
v1|168585492812|0,"LAURA BRANIGAN-SELF CONTROL-45 RPM-7""-POP-ATLANTIC-7-89676-VINYL-RECORD-VG+-1984",6.00,0.0864
v1|137579118383|0,Lot of 25+ Gospel Spiritual Soul R&B 45s Various,24.99,0.0863
v1|318661022876|0,ELLA FITZGERALD Ella Abraca Jobim PABLO TODAY 2XLP VG+ gatefold o,22.50,0.0863
v1|278240949718|0,PREWAR JAZZ 78 • Coon Sanders Orchestra • Victor 22077 • And Especially You,14.99,0.0862
v1|168577570776|0,"Quiet Riot-Cum On Feel The Noize/Run For-45 RPM-7""-hard rock-Pasha 04005-1983-NM",5.02,0.0862
v1|188737790269|0,"Kendrick Lamar good kid, m.A.A.d city 12"" Black Vinyl LP 2012",6.61,0.0861
v1|168589136043|0,SOUL Vernon Harrell / Little Gigi Baby Don'tcha Worry Decca 31721 1965 NM PROMO,20.00,0.0861
v1|398232316423|0,EMMYLOU HARRIS BLUE KENTUCKY GIRL LP on WARNER BROS BSK 3318 1ST PRESS c1979 EXC,8.00,0.0861
